id,name,cuisine,price_range,avg_price_per_person,region,city,address,phone,rating,review_count,website,popular_hours
1122,Ciya Sofrası,Turkish,$,5.35,North America,"Port Martinfurt, RI",8743 Miranda Brook,(444)766-4268,3.8,219,http://figueroa.com/,13:00-21:00
1123,Antica Pesa,Italian,$$$,37.94,North America,"Anthonybury, UT",85848 Vincent Fords,001-994-515-4129x13327,4.1,304,https://www.wilcox.biz/,11:00-23:00
1124,Osso,Peruvian,$$$,40.7,Europe,"Valdezbury, PE",80208 Carlos Villages,001-618-900-2516x42401,4.7,410,https://barnes.org/,16:00-22:00
1125,La Yeon,Korean,$$,22.26,Asia,"New Jamesview, SA",61582 Santana Mission Suite 589,(897)908-5393x002,4.0,513,https://www.elliott-davis.com/,14:00-20:00
1126,Bamboo,Caribbean,$$,23.29,Middle East,"Singhland, LT",507 Santiago Extension,(831)709-7150x86213,4.1,562,https://jones.info/,15:00-22:00
1127,Oteque,Brazilian,$$,20.53,Asia,"Chavezstad, TG",451 Pace Walk,988.776.5234,3.9,507,http://www.diaz.com/,11:00-21:00
1128,The Eight,Chinese,$$,12.85,Asia,"Toddtown, SK",0968 Deanna Camp,454-586-4595x3616,4.6,556,http://www.moore.com/,16:00-20:00
1129,Al Sufara,Lebanese,$,7.33,Europe,"Claybury, AG",689 Malone Spur Suite 618,+1-561-536-5279,4.1,266,https://www.stewart.org/,12:00-23:00
1130,Da Enzo al 29,Italian,$$,25.87,Europe,"Williamhaven, SK",39038 Joseph Islands Suite 266,328.977.8040,4.0,503,http://www.taylor.biz/,11:00-20:00
1131,Le Palais Gharnata,Moroccan,$,7.01,Middle East,"Lunaville, GA",6806 Roberts Course,(403)944-4540x51655,3.8,255,http://www.perez.info/,16:00-23:00
1132,Baron,Lebanese,$,6.85,North America,"Nortonburgh, KY",5197 Ashley Loop,367.696.5782,3.4,237,http://www.gomez-white.info/,16:00-21:00
1133,Kikunoi,Japanese,$$,22.09,North America,"Lake Angel, MO",0040 Tucker Shoal Apt. 483,774.845.7847x00948,4.2,487,http://baker.com/,13:00-21:00
1134,D.O.M.,Brazilian,$$$,46.17,North America,"Port Jeffreybury, SC",5821 Gordon Freeway Suite 946,962-531-0484x4961,4.3,363,http://www.short-jackson.com/,16:00-20:00
1135,El Cardenal,Mexican,$,13.31,Europe,"Billystad, MZ",69131 Ross Ferry Suite 851,310-779-5716x8785,3.8,241,http://lee-bell.com/,16:00-21:00
1136,Antica Pesa,Italian,$$$,42.67,North America,"New David, FL",39687 Robert Valley,644-440-4742,3.7,330,http://www.jackson.biz/,15:00-21:00
1137,Quintonil,Mexican,$$$,40.96,North America,"Rothland, WY",3472 Moore Highway Suite 127,001-350-853-0786x326,5.0,390,http://hall.com/,12:00-20:00
1138,Karaköy Lokantası,Turkish,$,11.7,North America,"Lake Sandra, SC",105 Le Junction,584-216-1716x02805,3.6,248,https://kennedy.net/,13:00-22:00
1139,Nahm,Thai,$$,20.11,Europe,"Lake Jeremiah, GR",177 Montgomery Vista Suite 355,001-968-836-8994x166,3.8,482,http://www.stewart.info/,13:00-22:00
1140,Narisawa,Japanese,$$$,70.07,Europe,"Foleybury, GW",4781 Brian Tunnel Suite 571,803.899.0273x828,4.4,356,http://jimenez.info/,11:00-20:00
1141,Ristorante Grotta Palazzese,Italian,$$$,53.52,Europe,"Scottborough, ST",88928 Mcdaniel Course,246.654.5616,4.3,388,https://www.green.net/,15:00-20:00
1142,Cosme,Mexican,$$,24.85,North America,"Seanland, HI",24899 Mcbride Ville,+1-717-456-0707x8334,3.7,466,https://garza.biz/,12:00-21:00
1143,Da Enzo al 29,Italian,$$$$,101.57,North America,"East Marktown, RI",1456 Bernard Summit Suite 873,654-911-4139,5.0,260,http://www.ingram.org/,14:00-22:00
1144,Kyubey,Japanese,$$$$,112.91,Asia,"Brittanyborough, KN",830 Stone Burgs Apt. 560,698-789-2330x0115,4.2,142,http://www.welch-sanchez.info/,11:00-20:00
1145,Kikunoi,Japanese,$$$,52.02,Asia,"West Joseph, TD",585 Tina Fields,969.688.5292x14852,4.5,377,http://www.lewis.info/,16:00-22:00
1146,The Cliff,Caribbean,$$,23.88,Europe,"Port Crystalmouth, FM",75497 Kelly Extension Apt. 754,377.404.1914x66309,4.3,520,https://adams.com/,15:00-22:00
1147,Duck & Waffle,Mediterranean,$,9.38,Asia,"Lake Shawn, BE",0141 Rodney Forks,(960)783-1086x86033,3.3,210,https://www.jackson.com/,12:00-20:00
1148,Pizzeria Brandi,Italian,$$,15.74,Europe,"Jonland, KE",554 Dylan Glens Apt. 156,(722)487-0154,3.6,423,http://www.madden.com/,12:00-20:00
1149,Yan Toh Heen,Chinese,$$,24.56,Europe,"Olsonfurt, NP",61645 Gilmore Curve Apt. 014,931.896.2650,3.8,528,http://miranda-woods.com/,16:00-20:00
1150,Borgo San Jacopo,Italian,$$,28.55,Europe,"North Laurentown, PS",161 King Circle Suite 115,001-846-690-9435x4037,4.1,541,https://www.mathews-hernandez.com/,13:00-23:00
1151,Issaya Siamese Club,Thai,$$,20.51,Asia,"East Donald, IT",63019 Anderson Green,(418)556-1146,3.4,431,https://www.hendrix.biz/,16:00-20:00
1152,Xu,Vietnamese,$$$,58.01,Europe,"Clarkshire, LT",95863 Tucker Loaf,001-470-618-4978x00785,4.5,355,http://cole.info/,13:00-22:00
1153,Pho Thin,Vietnamese,$$$,48.91,North America,"Simmonsberg, MT",910 Renee River Suite 203,731.344.3965,4.5,358,https://www.howard.com/,12:00-22:00
1154,Sud 777,Mexican,$,13.49,Europe,"New Scott, SB",501 Anderson Stravenue,958-797-8631x27236,3.7,264,https://singh-hoover.info/,11:00-21:00
1155,Miznon,Mediterranean,$$,18.05,Europe,"Hooperfort, KG",244 Phillips Parkway,880.806.7805x92518,4.3,587,https://www.miller.com/,14:00-23:00
1156,Le Palais Gharnata,Moroccan,$$,21.2,Asia,"Larahaven, VE",77797 Donald Canyon Suite 621,802-946-1025,3.4,451,https://www.carlson-levine.com/,15:00-21:00
1157,Osso,Peruvian,$$,14.86,South America,"South Robertside, HT",6544 Megan Rue,(728)266-0967x904,4.2,543,https://campbell-hall.biz/,15:00-22:00
1158,Asador Etxebarri,Spanish,$,11.73,North America,"Port Jeffreymouth, SC",3080 Philip Road Suite 377,001-427-504-4179x11324,4.0,236,https://www.curtis.net/,13:00-20:00
1159,Pizzeria Brandi,Italian,$$$$,188.15,North America,"North Luishaven, ND",825 Reynolds Crest Suite 129,+1-471-899-6518x949,4.8,166,https://www.yates.net/,16:00-20:00
1160,Xu,Vietnamese,$,13.28,North America,"Lake Noahberg, GU",37306 Burns Coves,332-803-2359x6379,3.7,265,http://www.mcdonald.com/,13:00-21:00
1161,Kikunoi,Japanese,$$$$,147.8,Europe,"Saraberg, UY",36788 Brian Union,564.332.8738,5.0,188,http://www.smith.biz/,14:00-23:00
1162,Madam Khanh - The Banh Mi Queen,Vietnamese,$$,19.48,North America,"East Heather, MN",21298 Timothy Mountains,(766)824-1341,3.8,475,https://sherman.biz/,16:00-20:00
1163,Sorn,Thai,$$,26.43,North America,"Davidchester, TN",7421 Williams Club Suite 967,(914)242-4824x7493,4.1,510,http://reynolds-robertson.com/,11:00-22:00
1164,El Cardenal,Mexican,$,8.14,Europe,"North Kathystad, PL",714 Tammy Brooks Suite 878,201.628.2747,4.5,264,https://www.brown.com/,16:00-21:00
1165,Evvai,Brazilian,$$,13.7,Middle East,"Sherimouth, HU",50685 Williams Falls,+1-579-915-0084x3854,3.8,495,http://gutierrez-carter.com/,14:00-22:00
1166,Claro,Mediterranean,$$,10.72,South America,"Charlesside, MD",4442 Amanda Bypass,255.826.8617x750,4.2,550,http://williams.com/,15:00-20:00
1167,El Cardenal,Mexican,$$,26.76,Europe,"Smithfurt, HT",233 Harris Freeway Suite 917,4645213630,3.7,503,https://www.robles.com/,11:00-23:00
1168,Mani,Brazilian,$$,17.63,Africa,"Natalieberg, NA",888 Holly Points,533.424.8987x42945,4.7,557,http://www.murphy-ramos.com/,14:00-22:00
1169,Din Tai Fung,Chinese,$,7.23,Asia,"Silvaburgh, NO",2997 Brewer Gateway Suite 711,374-687-3946x5179,4.4,291,http://dominguez-gardner.com/,15:00-21:00
1170,Kikunoi,Japanese,$$$$,128.08,North America,"East Ritachester, VA",4483 Jennifer Skyway,(288)335-3144x1872,4.2,172,http://mills.com/,16:00-21:00
1171,Narisawa,Japanese,$$,17.19,North America,"North Gabrielle, GA",04770 Lawrence Spurs Suite 357,841.778.6118,3.9,509,http://kim.com/,11:00-20:00
1172,Dum Pukht,Indian,$$,21.68,Europe,"East Danielleborough, CO",55327 Hammond Plain Suite 256,(920)658-4280,3.7,431,http://smith-rodriguez.com/,15:00-21:00
1173,Trattoria Zà Zà,Italian,$$$,58.44,North America,"New Melissastad, FM",46319 Bennett Avenue Suite 666,001-892-549-1205x131,4.3,320,https://erickson.biz/,14:00-22:00
1174,Quintonil,Mexican,$$$,37.63,Asia,"Williamview, KE",30070 Andrea Forks,607-823-4321,4.4,414,https://www.olsen.com/,15:00-20:00
1175,Mirazur,French,$$$$,180.95,Asia,"Lake Scott, SC",40173 Carroll Station,(581)924-8735x9115,4.1,193,https://www.henry-brown.com/,12:00-20:00
1176,Nopi,Mediterranean,$$,17.1,Asia,"Brianberg, AM",1347 Hale Corner,602-384-5926,4.6,539,https://boyle.info/,14:00-21:00
1177,Al Fassia,Moroccan,$,10.49,North America,"New Chad, TN",2079 Sharon Ferry,587.302.5003,4.1,261,https://www.smith.info/,14:00-22:00
1178,Da Enzo al 29,Italian,$$$$,286.19,North America,"Lake Alex, DE",5341 Kelsey Grove Apt. 475,001-509-328-5320x575,4.2,177,http://www.warner.com/,11:00-23:00
1179,Osteria Francescana,Italian,$$$,54.47,North America,"Mullenborough, HI",667 Garner Port,001-371-511-4301x217,4.1,422,https://www.moore-hess.com/,15:00-20:00
1180,Barbary,Mediterranean,$$,21.27,South America,"Gabrielmouth, CM",492 Ann Skyway Suite 265,365.289.1322x75903,4.0,481,https://powell.net/,15:00-21:00
1181,Dum Pukht,Indian,$$,17.45,North America,"Samuelside, DE",1992 Matthew Plains,+1-817-802-4069x837,4.0,498,http://www.watson.net/,15:00-21:00
1182,Trishna,Indian,$,7.37,Europe,"Wagnerhaven, GR",87146 Smith Viaduct,644.529.9238x091,3.7,231,http://www.hunt.com/,13:00-21:00
1183,Sushi Saito,Japanese,$$$,51.44,Europe,"West Amberhaven, TH",150 Velasquez Gardens Apt. 798,922-934-4002,4.2,403,https://johnson.com/,11:00-23:00
1184,Barbary,Mediterranean,$$$,53.4,Europe,"Lake James, JO",96769 Andrea Squares Suite 839,(203)400-9441,4.6,323,https://ferrell-barber.com/,11:00-23:00
1185,Da Enzo al 29,Italian,$$,29.96,Europe,"Alexandraton, DM",755 Miller Road Apt. 581,+1-708-337-2183x03444,3.9,501,https://guerrero-wade.com/,11:00-23:00
1186,Jungsik,Korean,$$$,40.7,North America,"Nicolefurt, CT",627 Robert Mews Suite 391,2428710636,3.8,296,http://www.torres.net/,14:00-20:00
1187,Tawlet,Lebanese,$$$,49.59,Europe,"New Gregorymouth, UZ",4488 Whitaker Run Suite 575,217.516.8680,4.1,340,https://vasquez.com/,16:00-22:00
1188,Al Halabi,Lebanese,$$,17.54,North America,"Walkerton, IL",14926 Jennifer Course,001-906-629-2367x73236,3.1,493,https://torres-mckee.com/,15:00-21:00
1189,Tickets,Spanish,$$$$,101.03,South America,"East Josephview, US",43614 Hale Roads,001-480-804-8174x9084,4.6,204,http://barrett-foster.com/,15:00-20:00
1190,Bukhara,Indian,$$,12.18,Asia,"North Kara, SV",14836 Darren Square Apt. 277,875.761.5334x355,3.5,449,https://www.hanson.com/,14:00-22:00
1191,French Laundry,American,$$,12.16,Asia,"North Patriciaburgh, NE",37796 Murphy Springs,(335)328-9004x37128,4.0,545,http://www.coleman.com/,11:00-20:00
1192,French Laundry,American,$$,32.93,Europe,"Laurafurt, CZ",44345 David Isle Apt. 973,692.244.1509,4.1,519,http://www.espinoza.com/,12:00-21:00
1193,The Eight,Chinese,$$$,69.14,Europe,"Parkerberg, EE",407 Karen Isle,333-741-0427x35839,4.2,300,http://foster-peters.com/,13:00-22:00
1194,Bo.Lan,Thai,$$,22.67,North America,"East Priscilla, ME",664 Snyder Course,+1-256-367-8538x6366,4.0,520,https://www.bennett.biz/,14:00-20:00
1195,El Celler de Can Roca,Spanish,$$$,39.56,Europe,"South Jennifer, TD",1735 Colin Spur Suite 735,(647)411-5558x58715,4.6,383,http://www.butler.info/,11:00-22:00
1196,Duck & Waffle,Mediterranean,$,8.02,Europe,"North Jasonview, MM",621 Chaney Trafficway,001-578-337-5719x703,3.8,227,http://chavez-martin.net/,14:00-23:00
1197,Jinjuu,Korean,$$,16.6,Asia,"Jamesville, KP",4895 Angela Lock Apt. 070,001-695-636-3287x846,4.2,526,https://www.lester.net/,11:00-22:00
1198,Claro,Mediterranean,$$$,49.19,North America,"North Marcobury, ME",806 Adam Rest,696.823.4412x6672,3.9,323,https://www.baker.com/,11:00-22:00
1199,Osso,Peruvian,$$$,26.73,Asia,"Andersonmouth, BJ",67621 Kim Walk,645-486-1763,4.3,352,http://www.carter.org/,12:00-23:00
1200,Tempura Kondo,Japanese,$$,17.15,Europe,"Port Michaelton, KW",081 Pacheco Spring,(667)825-2535x145,3.9,541,https://www.macdonald.com/,11:00-20:00
1201,La Yeon,Korean,$$,18.98,North America,"Lake Lori, PA",9306 Hall Springs Apt. 739,(730)860-0115,3.9,546,http://thomas.org/,13:00-23:00
1202,The Eight,Chinese,$$$$,200.44,North America,"Wongberg, OH",378 Solomon Forge,(367)268-2978,4.3,143,http://www.howard.com/,15:00-20:00
1203,Pho Thin,Vietnamese,$,13.86,Europe,"Dianafurt, SE",58337 Gardner Lock,977-580-8483,3.2,229,https://www.david.com/,15:00-20:00
1204,Din Tai Fung,Chinese,$$,23.23,North America,"Harrellberg, WY",38785 Ortiz Alley Apt. 821,+1-277-240-2082x100,3.3,430,http://george.org/,12:00-21:00
1205,Trattoria Zà Zà,Italian,$$$$,249.5,North America,"Hillfort, WI",050 Gary Union Apt. 747,(374)521-7577,4.9,197,http://www.boyd.com/,12:00-23:00
1206,Trattoria Zà Zà,Italian,$$$$,212.76,North America,"Nathanielland, CO",9420 Albert Meadow,9086812107,4.7,160,http://www.brooks.biz/,14:00-20:00
1207,Il Pellicano,Italian,$$$,32.82,Asia,"Brianland, SR",23881 Harrison Canyon Apt. 998,+1-790-948-3397x374,4.9,413,http://www.hughes.info/,12:00-21:00
1208,Paste,Thai,$,7.58,Asia,"Warnerside, HN",080 Scott Courts Suite 927,+1-353-226-7855,3.8,236,https://williams.net/,14:00-21:00
1209,Neolokal,Turkish,$,3.58,Asia,"Mcleanhaven, HU",9697 Hudson Curve Suite 742,302-249-1613,3.9,233,https://davis-benson.net/,14:00-20:00
1210,Facil,German,$,12.3,North America,"Jonesmouth, NC",80726 Moses Lock Suite 930,+1-598-456-3667x105,3.7,239,https://www.russell.info/,16:00-23:00
1211,Funky Gourmet,Greek,$$$,50.36,Middle East,"South Rachael, LU",76514 Courtney Harbor Apt. 234,426-549-4335x0098,4.2,373,http://taylor.com/,12:00-22:00
1212,Tempura Kondo,Japanese,$$,28.05,Europe,"Annberg, IL",743 Robinson Pass,(458)931-3932,4.1,536,https://lawrence-barnes.info/,12:00-22:00
1213,Hünkar,Turkish,$$,32.95,North America,"South Stephaniefort, WA",61102 Taylor Centers,+1-994-777-3827x843,3.6,478,http://www.hamilton.com/,15:00-23:00
1214,Antica Pesa,Italian,$,9.16,Europe,"Port Kenneth, ZA",9034 Jasmine Hill,968.705.0614x9694,4.0,232,https://brown.com/,15:00-20:00
1215,Mugaritz,Spanish,$$$$,268.79,Europe,"Meyermouth, SZ",66631 Smith Springs,+1-250-830-9597x2659,4.4,202,https://deleon.com/,11:00-23:00
1216,Borgo San Jacopo,Italian,$$,26.21,North America,"Wrightberg, AL",172 Julie Lodge,769-950-8151,3.9,517,https://smith.net/,11:00-21:00
1217,Astrid y Gastón,Peruvian,$$,21.04,Europe,"Romerobury, LB",996 Jason Stravenue,673.910.0585x4211,4.3,547,http://graham-mccarty.com/,12:00-21:00
1218,Schwarzwaldstube,German,$$,31.51,North America,"South Scott, PR",87094 Ware Points Suite 405,635.442.2891,4.0,523,https://smith.net/,16:00-23:00
1219,Jungsik,Korean,$$,25.28,Europe,"Lake Glenntown, AO",94140 Shaw Expressway Suite 928,548-502-3557x3990,4.5,556,http://williams.net/,15:00-22:00
1220,El Cardenal,Mexican,$$,28.1,North America,"Foleychester, NC",797 Richard Shore,878.341.8201x545,4.7,574,http://scott.com/,14:00-23:00
1221,Da Enzo al 29,Italian,$$$,49.49,North America,"Elizabethberg, WI",60602 Clark Causeway Suite 482,+1-247-392-0148x3619,4.5,364,http://www.lutz.com/,16:00-23:00
1222,L'Ambroisie,French,$$$,67.44,Europe,"Port Susanshire, MM",9993 Ryan Port Apt. 475,6548061151,4.1,377,https://www.cole-hughes.com/,11:00-23:00
1223,Pujol,Mexican,$$$,39.78,South America,"Taylorstad, MA",58447 Smith Plaza,294.724.4141x9255,4.0,324,http://reyes.com/,13:00-22:00
1224,Trishna,Indian,$,12.69,North America,"West Corey, UT",454 Jenna Valleys Suite 642,(906)236-8730,3.8,208,https://www.bailey.biz/,14:00-21:00
1225,Trattoria Zà Zà,Italian,$$,22.99,Asia,"Port Christopherchester, TT",7488 Christopher Plains,534.474.8403x93845,3.7,455,https://luna.com/,12:00-23:00
1226,Ristorante Grotta Palazzese,Italian,$$$,48.39,North America,"Megantown, MP",42650 Bernard Road,329.633.2877x2380,4.1,354,https://www.ray.com/,13:00-22:00
1227,Pizzeria Brandi,Italian,$,8.13,Europe,"Saraland, TL",03833 Samantha Cape Suite 925,227-858-3019x743,4.1,228,https://kelley.com/,16:00-22:00
1228,Il Pellicano,Italian,$$,17.21,North America,"Jacksonmouth, SC",976 Fred Turnpike,(211)305-9271,4.0,523,https://www.buck.com/,16:00-22:00
1229,Borgo San Jacopo,Italian,$$,21.36,Europe,"Jamesstad, ST",863 Andrew Camp Suite 394,296.634.5555x483,4.2,540,https://www.stephens.info/,12:00-22:00
1230,Mosu,Korean,$$$,43.97,North America,"East Thomasmouth, TX",04266 Rodgers Lights,(541)621-3267x7308,4.3,379,http://www.bradley.com/,13:00-20:00
1231,The Eight,Chinese,$$,32.3,Europe,"Hansenfurt, BW",9541 Allen Centers,001-545-260-0947x66691,3.9,459,http://www.everett.com/,16:00-23:00
1232,Dio Dekares i Oka,Greek,$,5.5,Middle East,"Edwardsland, GD",43004 Butler Center Apt. 680,681.966.2376,4.3,270,http://www.brown.com/,12:00-23:00
1233,Kikunoi,Japanese,$$$,59.89,North America,"New Sandramouth, MO",936 William Pass,275.906.1916x233,4.3,363,https://gibbs.org/,13:00-23:00
1234,Trattoria Zà Zà,Italian,$$$$,127.56,Asia,"Williamsland, KW",422 Lara Lodge Apt. 396,(356)443-6087x94056,4.6,176,https://www.novak.biz/,13:00-23:00
1235,Leila,Lebanese,$$,14.86,Africa,"Sparksstad, BH",22331 Mcclure Roads,+1-513-944-9827x3162,4.4,571,http://www.johnson.com/,16:00-21:00
1236,Arzak,Spanish,$$$,31.95,Africa,"West Jessica, UY",836 Simon Wall Apt. 790,966-334-7194x20717,4.5,366,https://nguyen.com/,16:00-21:00
1237,Ciya Sofrası,Turkish,$$,21.02,North America,"South Charles, RI",4811 Delgado Wall,5125968563,4.3,522,http://spence.com/,14:00-20:00
1238,Din Tai Fung,Chinese,$$,20.68,North America,"New Josephhaven, FM",9402 Trevor Extensions Suite 263,001-749-793-9704x6659,3.9,489,https://www.howell.biz/,13:00-23:00
1239,Cosme,Mexican,$,8.25,Middle East,"Marthachester, CZ",151 Kevin Path,(554)876-8937x3809,3.8,249,https://www.ross-hickman.com/,16:00-21:00
1240,Contramar,Mexican,$,8.45,North America,"Allentown, ME",34539 Buchanan Meadow Suite 337,(227)302-9601x6145,3.6,224,https://hamilton.biz/,12:00-20:00
1241,Funky Gourmet,Greek,$$,16.3,North America,"Alifurt, MI",754 Williams Views,(227)604-2494x77696,4.2,480,https://www.roberts.com/,16:00-22:00
1242,Mugaritz,Spanish,$$,20.2,North America,"Russellview, WV",60136 Howe Dale Apt. 971,+1-463-260-4117x0635,4.4,566,https://washington-fuentes.org/,13:00-21:00
1243,Il Pellicano,Italian,$$$$,221.9,Europe,"Rachaelland, AR",6559 Macias Highway,8033570611,4.9,204,https://www.chambers-hunt.com/,16:00-23:00
1244,Da Enzo al 29,Italian,$$$,41.83,South America,"Berrystad, SD",234 Ruiz Roads Apt. 085,(496)718-3406,5.0,434,https://www.newman-miller.com/,14:00-23:00
1245,Bun Cha Huong Lien,Vietnamese,$$,31.61,North America,"Geraldbury, NC",2921 Smith Valley,9516063960,4.4,555,https://www.murphy.com/,13:00-23:00
1246,Jing Yaa Tang,Chinese,$$,19.08,Middle East,"Thomasfort, MW",328 Curtis Place,638-892-6582,3.9,460,https://www.murphy-smith.com/,15:00-23:00
1247,Tempura Kondo,Japanese,$$$,68.8,North America,"Port Ernest, MH",863 Dennis Forge,459-752-8288,4.1,307,https://www.thomas-cooper.org/,11:00-23:00
1248,Dum Pukht,Indian,$$,14.51,Middle East,"Port Charles, ME",63832 Alejandro Square,844-842-8958x94165,4.2,498,https://martinez.com/,11:00-21:00
1249,Le Palais Gharnata,Moroccan,$,7.01,Asia,"Rebeccachester, BZ",6376 Fisher Plains,344-981-7658x80703,3.4,217,http://coleman.biz/,12:00-22:00
1250,Osso,Peruvian,$,8.22,North America,"Ashleybury, AL",263 Brenda Flats,+1-793-877-5779x241,4.2,281,http://www.rios.com/,13:00-21:00
1251,Le Palais Gharnata,Moroccan,$$$,62.04,Europe,"New Denisefurt, ME",047 Holloway Crescent,+1-375-390-5056,5.0,406,https://www.foster.info/,15:00-20:00
1252,Baron,Lebanese,$$,21.91,Europe,"Port Lori, DJ",32311 Hernandez Corners Apt. 775,001-338-208-0605x7188,4.2,584,http://rodriguez.org/,14:00-22:00
1253,Maido,Peruvian,$$,10.92,Africa,"South Johnny, ET",8290 Short Pass,001-556-674-5197x38539,4.1,586,http://martin.com/,12:00-20:00
1254,Cosme,Mexican,$$,16.02,Asia,"Jeffreyberg, TR",108 Hopkins Harbor,244-883-3732x877,3.7,494,http://vazquez.net/,11:00-23:00
1255,Trattoria Zà Zà,Italian,$$$,36.0,Asia,"Palmertown, PW",188 Gregory Terrace Apt. 030,(776)970-3113,4.5,327,http://lewis-sims.org/,15:00-20:00
1256,L'Arpège,French,$$,20.34,Europe,"East Valeriehaven, ML",122 Andrew Canyon Suite 601,247.398.7521x5626,4.0,525,https://baxter.biz/,16:00-21:00
1257,Nopi,Mediterranean,$$,28.47,North America,"New Peggy, AZ",7060 Jennifer Mill,526.483.2430,3.6,437,https://www.nielsen.com/,14:00-21:00
1258,Jinjuu,Korean,$$,17.24,North America,"Port Alex, WA",067 Clark Streets,809-888-2433,4.3,463,https://www.wood-nelson.com/,15:00-21:00
1259,Mirazur,French,$$$$,239.81,Europe,"West Gloria, LK",61638 Brian Row Suite 909,+1-966-756-4286x41275,4.6,165,http://www.gibson-duran.net/,15:00-22:00
1260,Vietnam House,Vietnamese,$$$,62.73,Europe,"Ryanside, AF",7293 Campbell Pines Apt. 397,901-284-3501x8834,4.4,354,https://wright-willis.biz/,16:00-22:00
1261,Il Pellicano,Italian,$$,24.4,North America,"South Jennifer, MA",40438 Martin Forge Apt. 887,+1-362-293-9995,3.8,514,https://cochran.info/,16:00-20:00
1262,Karam Sethi,Indian,$$,23.1,Asia,"Port Geoffrey, GW",755 Ricardo Loaf,743.435.8489x47705,4.1,520,http://www.young.biz/,16:00-22:00
1263,Kojima,Korean,$$$,34.34,Europe,"Lake Rebeccashire, AU",902 Melinda Bridge Apt. 852,825.800.6284,4.8,382,https://ross-stevens.com/,15:00-23:00
1264,Da Enzo al 29,Italian,$$,25.51,Europe,"West Janettown, MC",5078 Michael Loop,001-323-516-0059x5558,3.5,461,http://www.byrd.com/,13:00-23:00
1265,Antica Pesa,Italian,$$$,43.14,North America,"South Justinland, CO",448 Christian Ridges,001-499-921-7405x092,4.8,358,http://www.jones.com/,13:00-22:00
1266,Al Sufara,Lebanese,$$,27.97,North America,"South Nathan, MP",18557 Lauren Light,656-404-0278x19765,4.1,560,http://www.gallegos.com/,12:00-20:00
1267,Osso,Peruvian,$$,31.15,North America,"Lake Carl, TN",418 Elizabeth Islands,(220)592-8914x515,4.1,541,http://www.adams.com/,11:00-22:00
1268,La Mar,Peruvian,$$,10.98,South America,"Kurthaven, MA",53559 Victoria Glens,(372)794-1460x883,3.9,479,https://www.perez.org/,11:00-22:00
1269,Nopi,Mediterranean,$$,16.39,North America,"Lake Darrellview, PR",853 Harmon Mill Apt. 327,643-325-7993,3.8,510,https://www.thompson.com/,14:00-21:00
1270,Ciya Sofrası,Turkish,$$$,58.6,North America,"Patriciafurt, PA",68418 Jonathan Extension Apt. 731,8395294847,4.8,409,https://www.jenkins-smith.com/,15:00-23:00
1271,CTC Urban Gastronomy,Greek,$,7.15,Asia,"Ashleyland, BW",398 Aguirre Vista Suite 049,947-282-2336x373,3.7,260,https://www.brooks-riley.com/,16:00-23:00
1272,El Cardenal,Mexican,$$,20.32,South America,"Dawnmouth, AT",54564 Jennifer Summit,(772)732-0648,4.6,558,https://vincent.com/,12:00-21:00
1273,Hytra,Greek,$$,22.62,Middle East,"New Kristinshire, LY",2488 Anthony Well,(786)772-7169,3.9,470,http://myers.com/,12:00-22:00
1274,Epicure,French,$$$,38.42,Middle East,"Whiteton, MX",62048 Andre Corners,424.553.9044,4.5,338,https://www.nguyen-horton.com/,13:00-21:00
1275,Schwarzwaldstube,German,$$$$,235.67,Europe,"Perezfort, PA",090 Ponce Cape Suite 499,(900)347-0949x850,3.8,144,https://smith.com/,11:00-21:00
1276,The Eight,Chinese,$$$,46.34,North America,"North Stephenside, DE",553 Sheila Plaza Apt. 893,001-929-777-5798x34383,4.6,391,https://newman-blankenship.com/,16:00-20:00
1277,Da Enzo al 29,Italian,$$,29.72,North America,"West Kimberly, DC",270 Barr Parkways,391-676-4858,4.5,558,https://www.joseph-moore.com/,11:00-22:00
1278,Hünkar,Turkish,$$,24.66,North America,"Vickieville, KY",62596 Rodriguez Oval,+1-840-758-9811x12739,4.0,515,http://silva-wang.org/,12:00-22:00
1279,Ristorante Grotta Palazzese,Italian,$$,26.56,Europe,"South Adriennemouth, MT",896 Graham Junction,850.612.2624x910,4.5,523,http://sanchez.com/,14:00-21:00
1280,Ristorante Grotta Palazzese,Italian,$$,18.39,North America,"Moralesville, MH",06161 Chapman Village Apt. 010,875.632.4731,4.1,517,https://martinez-henderson.info/,13:00-20:00
1281,Tuju,Brazilian,$$,16.91,Europe,"South Catherine, BZ",180 Davis Extensions,(557)524-9328x10686,4.4,556,https://www.nelson.org/,13:00-23:00
1282,Sorn,Thai,$,7.28,Europe,"West Miguelland, SL",9699 Walter Court,(789)546-9824,3.5,226,http://martin-frederick.com/,13:00-21:00
1283,Karaköy Lokantası,Turkish,$$,12.61,South America,"Port Daniel, ES",24717 Jacobson Heights Apt. 604,(553)775-9595x81495,4.2,480,http://sellers.biz/,13:00-20:00
1284,Maximo Bistrot,Mexican,$$,33.33,North America,"East Brandonville, VT",40975 Huerta Village Suite 596,7334926295,4.4,669,https://smith.com/,16:00-23:00
1285,Ta Karamanlidika Tou Fani,Greek,$$,22.45,Europe,"South Katherine, LI",2408 Miller Fork,2024760360,3.9,534,https://wagner-hayes.net/,11:00-21:00
